id,fold
TRAIN_02544,3
TRAIN_02545,0
TRAIN_02546,4
TRAIN_02547,2
TRAIN_02548,0
TRAIN_02549,3
TRAIN_02550,4
TRAIN_02551,1
TRAIN_02552,1
TRAIN_02553,4
TRAIN_02554,0
TRAIN_02555,4
TRAIN_02556,3
TRAIN_02557,3
TRAIN_02558,1
TRAIN_02559,2
TRAIN_02560,1
TRAIN_02561,4
TRAIN_02562,1
TRAIN_02563,4
TRAIN_02564,0
TRAIN_02565,0
TRAIN_02566,1
TRAIN_02567,2
TRAIN_02568,0
TRAIN_02569,4
TRAIN_02570,3
TRAIN_02571,0
TRAIN_02572,4
TRAIN_02573,4
TRAIN_02574,3
TRAIN_02575,0
TRAIN_02576,1
TRAIN_02577,0
TRAIN_02578,4
TRAIN_02579,1
TRAIN_02580,3
TRAIN_02581,4
TRAIN_02582,3
TRAIN_02583,4
TRAIN_02584,1
TRAIN_02585,1
TRAIN_02586,4
TRAIN_02587,3
TRAIN_02588,1
TRAIN_02589,4
TRAIN_02590,3
TRAIN_02591,2
TRAIN_02592,3
TRAIN_02593,4
TRAIN_02594,2
TRAIN_02595,0
TRAIN_02596,3
TRAIN_02597,0
TRAIN_02598,2
TRAIN_02599,0
TRAIN_02600,1
TRAIN_02601,1
TRAIN_02602,1
TRAIN_02603,3
TRAIN_02604,2
TRAIN_02605,3
TRAIN_02606,1
TRAIN_02607,2
TRAIN_02608,4
TRAIN_02609,4
TRAIN_02610,2
TRAIN_02611,0
TRAIN_02612,0
TRAIN_02613,4
TRAIN_02614,2
TRAIN_02615,1
TRAIN_02616,3
TRAIN_02617,4
TRAIN_02618,1
TRAIN_02619,0
TRAIN_02620,3
TRAIN_02621,3
TRAIN_02622,4
TRAIN_02623,1
TRAIN_02624,4
TRAIN_02625,3
TRAIN_02626,2
TRAIN_02627,3
TRAIN_02628,2
TRAIN_02629,1
TRAIN_02630,0
TRAIN_02631,0
TRAIN_02632,3
TRAIN_02633,4
TRAIN_02634,0
TRAIN_02635,4
TRAIN_02636,4
TRAIN_02637,1
TRAIN_02638,3
TRAIN_02639,2
TRAIN_02640,1
TRAIN_02641,0
TRAIN_02642,3
TRAIN_02643,0
TRAIN_02644,4
TRAIN_02645,2
TRAIN_02646,4
TRAIN_02647,4
TRAIN_02648,0
TRAIN_02649,4
TRAIN_02650,0
TRAIN_02651,1
TRAIN_02652,0
TRAIN_02653,0
TRAIN_02654,4
TRAIN_02655,0
TRAIN_02656,0
TRAIN_02657,1
TRAIN_02658,1
TRAIN_02659,2
TRAIN_02660,3
TRAIN_02661,0
TRAIN_02662,0
TRAIN_02663,1
TRAIN_02664,2
TRAIN_02665,2
TRAIN_02666,4
TRAIN_02667,4
TRAIN_02668,2
TRAIN_02669,2
TRAIN_02670,0
TRAIN_02671,2
TRAIN_02672,4
TRAIN_02673,3
TRAIN_02674,4
TRAIN_02675,2
TRAIN_02676,0
TRAIN_02677,0
TRAIN_02678,2
TRAIN_02679,1
TRAIN_02680,3
TRAIN_02681,0
TRAIN_02682,3
TRAIN_02683,1
TRAIN_02684,1
TRAIN_02685,2
TRAIN_02686,4
TRAIN_02687,4
TRAIN_02688,0
TRAIN_02689,4
TRAIN_02690,4
TRAIN_02691,3
TRAIN_02692,1
TRAIN_02693,3
TRAIN_02694,0
TRAIN_02695,0
TRAIN_02696,2
TRAIN_02697,4
TRAIN_02698,4
TRAIN_02699,4
TRAIN_02700,2
TRAIN_02701,4
TRAIN_02702,3
TRAIN_02703,0
TRAIN_02704,3
TRAIN_02705,2
TRAIN_02706,2
TRAIN_02707,4
TRAIN_02708,3
TRAIN_02709,0
TRAIN_02710,2
TRAIN_02711,2
TRAIN_02712,1
TRAIN_02713,4
TRAIN_02714,2
TRAIN_02715,0
TRAIN_02716,4
TRAIN_02717,2
TRAIN_02718,0
TRAIN_02719,1
TRAIN_02720,1
TRAIN_02721,2
TRAIN_02722,3
TRAIN_02723,1
TRAIN_02724,0
TRAIN_02725,2
TRAIN_02726,1
TRAIN_02727,2
TRAIN_02728,0
TRAIN_02729,2
TRAIN_02730,2
TRAIN_02731,0
TRAIN_02732,1
TRAIN_02733,0
TRAIN_02734,0
TRAIN_02735,0
TRAIN_02736,2
TRAIN_02737,1
TRAIN_02738,3
TRAIN_02739,1
TRAIN_02740,4
TRAIN_02741,1
TRAIN_02742,0
TRAIN_02743,0
TRAIN_02744,4
TRAIN_02745,3
TRAIN_02746,3
TRAIN_02747,0
TRAIN_02748,4
TRAIN_02749,0
TRAIN_02750,1
TRAIN_02751,0
TRAIN_02752,4
TRAIN_02753,4
TRAIN_02754,4
TRAIN_02755,4
TRAIN_02756,3
TRAIN_02757,4
TRAIN_02758,2
TRAIN_02759,3
TRAIN_02760,1
TRAIN_02761,2
TRAIN_02762,0
TRAIN_02763,4
TRAIN_02764,4
TRAIN_02765,1
TRAIN_02766,1
TRAIN_02767,3
TRAIN_02768,2
TRAIN_02769,0
TRAIN_02770,4
TRAIN_02771,0
TRAIN_02772,2
TRAIN_02773,1
TRAIN_02774,2
TRAIN_02775,1
TRAIN_02776,4
TRAIN_02777,3
TRAIN_02778,4
TRAIN_02779,4
TRAIN_02780,4
TRAIN_02781,0
TRAIN_02782,3
TRAIN_02783,2
TRAIN_02784,1
TRAIN_02785,1
TRAIN_02786,4
TRAIN_02787,3
TRAIN_02788,2
TRAIN_02789,4
TRAIN_02790,3
TRAIN_02791,4
TRAIN_02792,2
TRAIN_02793,3
TRAIN_02794,2
TRAIN_02795,4
TRAIN_02796,1
TRAIN_02797,2
TRAIN_02798,1
TRAIN_02799,4
TRAIN_02800,1
TRAIN_02801,4
TRAIN_02802,1
TRAIN_02803,0
TRAIN_02804,4
TRAIN_02805,1
TRAIN_02806,1
TRAIN_02807,3
TRAIN_02808,4
TRAIN_02809,3
TRAIN_02810,1
TRAIN_02811,4
TRAIN_02812,1
TRAIN_02813,4
TRAIN_02814,2
TRAIN_02815,4
TRAIN_02816,0
TRAIN_02817,3
TRAIN_02818,4
TRAIN_02819,1
TRAIN_02820,2
TRAIN_02821,3
TRAIN_02822,0
TRAIN_02823,0
TRAIN_02824,0
TRAIN_02825,2
TRAIN_02826,0
TRAIN_02827,0
TRAIN_02828,4
TRAIN_02829,0
TRAIN_02830,4
TRAIN_02831,4
TRAIN_02832,0
TRAIN_02833,0
TRAIN_02834,3
TRAIN_02835,2
TRAIN_02836,3
TRAIN_02837,4
TRAIN_02838,0
TRAIN_02839,1
TRAIN_02840,1
TRAIN_02841,1
TRAIN_02842,0
TRAIN_02843,2
TRAIN_02844,3
TRAIN_02845,1
TRAIN_02846,1
TRAIN_02847,4
TRAIN_02848,2
TRAIN_02849,3
TRAIN_02850,0
TRAIN_02851,1
TRAIN_02852,1
TRAIN_02853,1
TRAIN_02854,3
TRAIN_02855,1
TRAIN_02856,1
TRAIN_02857,4
TRAIN_02858,0
TRAIN_02859,2
TRAIN_02860,0
TRAIN_02861,3
TRAIN_02862,3
TRAIN_02863,2
TRAIN_02864,4
TRAIN_02865,2
TRAIN_02866,1
TRAIN_02867,4
TRAIN_02868,0
TRAIN_02869,0
TRAIN_02870,4
TRAIN_02871,1
TRAIN_02872,2
TRAIN_02873,1
TRAIN_02874,4
TRAIN_02875,0
TRAIN_02876,2
TRAIN_02877,1
TRAIN_02878,2
TRAIN_02879,1
TRAIN_02880,2
TRAIN_02881,0
TRAIN_02882,2
TRAIN_02883,2
TRAIN_02884,1
TRAIN_02885,2
TRAIN_02886,3
TRAIN_02887,1
TRAIN_02888,2
TRAIN_02889,0
TRAIN_02890,0
TRAIN_02891,0
TRAIN_02892,4
TRAIN_02893,1
TRAIN_02894,2
TRAIN_02895,4
TRAIN_02896,0
TRAIN_02897,0
TRAIN_02898,4
TRAIN_02899,2
TRAIN_02900,0
TRAIN_02901,0
TRAIN_02902,2
TRAIN_02903,0
TRAIN_02904,4
TRAIN_02905,2
TRAIN_02906,0
TRAIN_02907,4
TRAIN_02908,0
TRAIN_02909,2
TRAIN_02910,3
TRAIN_02911,2
TRAIN_02912,1
TRAIN_02913,4
TRAIN_02914,4
TRAIN_02915,1
TRAIN_02916,3
TRAIN_02917,0
TRAIN_02918,2
TRAIN_02919,3
TRAIN_02920,4
TRAIN_02921,0
TRAIN_02922,4
TRAIN_02923,0
TRAIN_02924,4
TRAIN_02925,1
TRAIN_02926,3
TRAIN_02927,0
TRAIN_02928,4
TRAIN_02929,2
TRAIN_02930,4
TRAIN_02931,3
TRAIN_02932,2
TRAIN_02933,2
TRAIN_02934,2
TRAIN_02935,3
TRAIN_02936,0
TRAIN_02937,1
TRAIN_02938,2
TRAIN_02939,2
TRAIN_02940,1
TRAIN_02941,1
TRAIN_02942,4
TRAIN_02943,4
TRAIN_02944,0
TRAIN_02945,4
TRAIN_02946,3
TRAIN_02947,3
TRAIN_02948,1
TRAIN_02949,4
TRAIN_02950,0
TRAIN_02951,1
TRAIN_02952,1
TRAIN_02953,2
TRAIN_02954,3
TRAIN_02955,0
TRAIN_02956,2
TRAIN_02957,1
TRAIN_02958,2
TRAIN_02959,4
TRAIN_02960,0
TRAIN_02961,4
TRAIN_02962,1
TRAIN_02963,4
TRAIN_02964,0
TRAIN_02965,4
TRAIN_02966,3
TRAIN_02967,4
TRAIN_02968,1
TRAIN_02969,0
TRAIN_02970,0
TRAIN_02971,1
TRAIN_02972,4
TRAIN_02973,2
TRAIN_02974,1
TRAIN_02975,0
TRAIN_02976,3
TRAIN_02977,3
TRAIN_02978,1
TRAIN_02979,1
TRAIN_02980,1
TRAIN_02981,2
TRAIN_02982,3
TRAIN_02983,0
TRAIN_02984,4
TRAIN_02985,0
TRAIN_02986,2
TRAIN_02987,3
TRAIN_02988,2
TRAIN_02989,2
TRAIN_02990,2
TRAIN_02991,4
TRAIN_02992,0
TRAIN_02993,1
TRAIN_02994,3
TRAIN_02995,0
TRAIN_02996,2
TRAIN_02997,0
TRAIN_02998,0
TRAIN_02999,2
TRAIN_03000,2
TRAIN_03001,0
TRAIN_03002,4
TRAIN_03003,0
TRAIN_03004,4
TRAIN_03005,0
TRAIN_03006,3
TRAIN_03007,2
TRAIN_03008,1
TRAIN_03009,0
TRAIN_03010,0
TRAIN_03011,2
TRAIN_03012,0
TRAIN_03013,1
TRAIN_03014,3
TRAIN_03015,1
TRAIN_03016,1
TRAIN_03017,3
TRAIN_03018,2
TRAIN_03019,3
TRAIN_03020,0
TRAIN_03021,4
TRAIN_03022,3
TRAIN_03023,0
TRAIN_03024,4
TRAIN_03025,4
TRAIN_03026,3
TRAIN_03027,0
TRAIN_03028,4
TRAIN_03029,2
TRAIN_03030,3
TRAIN_03031,3
TRAIN_03032,3
TRAIN_03033,2
TRAIN_03034,3
TRAIN_03035,0
TRAIN_03036,2
TRAIN_03037,4
TRAIN_03038,4
TRAIN_03039,4
TRAIN_03040,2
TRAIN_03041,2
TRAIN_03042,3
TRAIN_03043,2
TRAIN_03044,2
TRAIN_03045,4
TRAIN_03046,3
TRAIN_03047,1
TRAIN_03048,4
TRAIN_03049,1
TRAIN_03050,2
TRAIN_03051,0
TRAIN_03052,1
TRAIN_03053,0
TRAIN_03054,1
TRAIN_03055,0
TRAIN_03056,4
TRAIN_03057,4
TRAIN_03058,1
TRAIN_03059,0
TRAIN_03060,1
TRAIN_03061,1
TRAIN_03062,2
TRAIN_03063,0
TRAIN_03064,4
TRAIN_03065,2
TRAIN_03066,3
TRAIN_03067,0
TRAIN_03068,0
TRAIN_03069,3
TRAIN_03070,1
TRAIN_03071,4
TRAIN_03072,0
TRAIN_03073,1
TRAIN_03074,3
TRAIN_03075,4
TRAIN_03076,2
TRAIN_03077,4
TRAIN_03078,2
TRAIN_03079,4
TRAIN_03080,2
TRAIN_03081,0
TRAIN_03082,3
TRAIN_03083,0
TRAIN_03084,1
TRAIN_03085,0
TRAIN_03086,0
TRAIN_03087,3
TRAIN_03088,4
TRAIN_03089,3
TRAIN_03090,1
TRAIN_03091,4
TRAIN_03092,4
TRAIN_03093,1
TRAIN_03094,2
TRAIN_03095,1
TRAIN_03096,4
TRAIN_03097,2
TRAIN_03098,0
TRAIN_03099,4
TRAIN_03100,3
TRAIN_03101,1
TRAIN_03102,4
TRAIN_03103,3
TRAIN_03104,0
TRAIN_03105,0
TRAIN_03106,1
TRAIN_03107,3
TRAIN_03108,1
TRAIN_03109,0
TRAIN_03110,2
TRAIN_03111,0
TRAIN_03112,0
TRAIN_03113,3
TRAIN_03114,2
TRAIN_03115,4
TRAIN_03116,2
TRAIN_03117,0
TRAIN_03118,0
TRAIN_03119,0
TRAIN_03120,1
TRAIN_03121,3
TRAIN_03122,2
TRAIN_03123,4
TRAIN_03124,1
TRAIN_03125,4
TRAIN_03126,4
TRAIN_03127,3
TRAIN_03128,2
TRAIN_03129,2
TRAIN_03130,4
TRAIN_03131,0
TRAIN_03132,2
TRAIN_03133,3
TRAIN_03134,2
TRAIN_03135,4
TRAIN_03136,2
TRAIN_03137,3
TRAIN_03138,1
TRAIN_03139,3
TRAIN_03140,4
TRAIN_03141,1
TRAIN_03142,4
TRAIN_03143,4
TRAIN_03144,0
TRAIN_03145,1
TRAIN_03146,2
TRAIN_03147,4
TRAIN_03148,1
TRAIN_03149,4
TRAIN_03150,0
TRAIN_03151,0
TRAIN_03152,1
TRAIN_03153,3
TRAIN_03154,2
TRAIN_03155,3
TRAIN_03156,2
TRAIN_03157,4
TRAIN_03158,3
TRAIN_03159,2
TRAIN_03160,4
TRAIN_03161,0
TRAIN_03162,4
TRAIN_03163,1
TRAIN_03164,2
TRAIN_03165,2
TRAIN_03166,2
TRAIN_03167,2
TRAIN_03168,2
TRAIN_03169,0
TRAIN_03170,2
TRAIN_03171,0
TRAIN_03172,2
TRAIN_03173,3
TRAIN_03174,3
TRAIN_03175,2
TRAIN_03176,1
TRAIN_03177,1
TRAIN_03178,2
TRAIN_03179,1
TRAIN_03180,1
TRAIN_03181,2
TRAIN_03182,2
TRAIN_03183,0
TRAIN_03184,3
TRAIN_03185,2
TRAIN_03186,4
TRAIN_03187,0
TRAIN_03188,3
TRAIN_03189,1
TRAIN_03190,1
TRAIN_03191,1
TRAIN_03192,2
TRAIN_03193,0
TRAIN_03194,0
TRAIN_03195,0
TRAIN_03196,4
TRAIN_03197,0
TRAIN_03198,4
TRAIN_03199,2
TRAIN_03200,2
TRAIN_03201,0
TRAIN_03202,3
TRAIN_03203,2
TRAIN_03204,3
TRAIN_03205,2
TRAIN_03206,2
TRAIN_03207,0
TRAIN_03208,1
TRAIN_03209,2
TRAIN_03210,0
TRAIN_03211,2
TRAIN_03212,2
TRAIN_03213,1
TRAIN_03214,4
TRAIN_03215,2
TRAIN_03216,0
TRAIN_03217,0
TRAIN_03218,4
TRAIN_03219,4
TRAIN_03220,4
TRAIN_03221,1
TRAIN_03222,4
TRAIN_03223,0
TRAIN_03224,3
TRAIN_03225,3
TRAIN_03226,2
TRAIN_03227,3
TRAIN_03228,1
TRAIN_03229,3
TRAIN_03230,4
TRAIN_03231,2
TRAIN_03232,1
TRAIN_03233,1
TRAIN_03234,4
TRAIN_03235,2
TRAIN_03236,3
TRAIN_03237,3
TRAIN_03238,4
TRAIN_03239,4
TRAIN_03240,0
TRAIN_03241,4
TRAIN_03242,4
TRAIN_03243,0
TRAIN_03244,3
TRAIN_03245,3
TRAIN_03246,3
TRAIN_03247,3
TRAIN_03248,2
TRAIN_03249,2
TRAIN_03250,4
TRAIN_03251,2
TRAIN_03252,0
TRAIN_03253,1
TRAIN_03254,0
TRAIN_03255,4
TRAIN_03256,0
TRAIN_03257,0
TRAIN_03258,3
TRAIN_03259,0
TRAIN_03260,3
TRAIN_03261,2
TRAIN_03262,0
TRAIN_03263,0
TRAIN_03264,1
TRAIN_03265,1
TRAIN_03266,3
TRAIN_03267,2
TRAIN_03268,0
TRAIN_03269,3
TRAIN_03270,2
TRAIN_03271,1
TRAIN_03272,3
TRAIN_03273,0
TRAIN_03274,4
TRAIN_03275,3
TRAIN_03276,3
TRAIN_03277,4
TRAIN_03278,1
TRAIN_03279,0
TRAIN_03280,4
TRAIN_03281,0
TRAIN_03282,4
TRAIN_03283,4
TRAIN_03284,0
TRAIN_03285,3
TRAIN_03286,4
TRAIN_03287,3
TRAIN_03288,0
TRAIN_03289,3
TRAIN_03290,4
TRAIN_03291,4
TRAIN_03292,2
TRAIN_03293,4
TRAIN_03294,0
TRAIN_03295,2
TRAIN_03296,1
TRAIN_03297,0
TRAIN_03298,0
TRAIN_03299,2
TRAIN_03300,1
TRAIN_03301,2
TRAIN_03302,1
TRAIN_03303,2
TRAIN_03304,4
TRAIN_03305,2
TRAIN_03306,0
TRAIN_03307,1
TRAIN_03308,2
TRAIN_03309,4
TRAIN_03310,0
TRAIN_03311,2
TRAIN_03312,1
TRAIN_03313,4
TRAIN_03314,4
TRAIN_03315,1
TRAIN_03316,3
TRAIN_03317,3
TRAIN_03318,0
TRAIN_03319,4
TRAIN_03320,3
TRAIN_03321,1
TRAIN_03322,1
TRAIN_03323,4
TRAIN_03324,2
TRAIN_03325,2
TRAIN_03326,4
TRAIN_03327,2
TRAIN_03328,1
TRAIN_03329,2
TRAIN_03330,2
TRAIN_03331,4
TRAIN_03332,4
TRAIN_03333,3
TRAIN_03334,0
TRAIN_03335,4
TRAIN_03336,4
TRAIN_03337,0
TRAIN_03338,3
TRAIN_03339,0
TRAIN_03340,2
TRAIN_03341,2
TRAIN_03342,1
TRAIN_03343,3
TRAIN_03344,4
TRAIN_03345,1
TRAIN_03346,4
TRAIN_03347,0
TRAIN_03348,2
TRAIN_03349,3
TRAIN_03350,0
TRAIN_03351,2
TRAIN_03352,4
TRAIN_03353,1
TRAIN_03354,2
TRAIN_03355,1
TRAIN_03356,0
TRAIN_03357,2
TRAIN_03358,4
TRAIN_03359,0
TRAIN_03360,0
TRAIN_03361,3
TRAIN_03362,1
TRAIN_03363,0
TRAIN_03364,2
TRAIN_03365,1
TRAIN_03366,2
TRAIN_03367,0
TRAIN_03368,2
TRAIN_03369,4
TRAIN_03370,1
TRAIN_03371,3
TRAIN_03372,3
TRAIN_03373,1
TRAIN_03374,2
TRAIN_03375,2
TRAIN_03376,4
TRAIN_03377,3
TRAIN_03378,4
TRAIN_03379,4
TRAIN_03380,1
TRAIN_03381,2
TRAIN_03382,0
TRAIN_03383,0
TRAIN_03384,3
TRAIN_03385,3
TRAIN_03386,3
TRAIN_03387,2
TRAIN_03388,2
TRAIN_03389,0
TRAIN_03390,1
TRAIN_03391,4
TRAIN_03392,1
TRAIN_03393,2
TRAIN_03394,1
TRAIN_03395,2
TRAIN_03396,1
TRAIN_03397,1
TRAIN_03398,0
TRAIN_03399,3
TRAIN_03400,0
TRAIN_03401,1
TRAIN_03402,3
TRAIN_03403,0
TRAIN_03404,2
TRAIN_03405,0
TRAIN_03406,1
TRAIN_03407,3
TRAIN_03408,0
TRAIN_03409,1
TRAIN_03410,0
TRAIN_03411,3
TRAIN_03412,2
TRAIN_03413,0
TRAIN_03414,3
TRAIN_03415,4
TRAIN_03416,2
TRAIN_03417,2
TRAIN_03418,2
TRAIN_03419,0
TRAIN_03420,3
TRAIN_03421,3
TRAIN_03422,0
TRAIN_03423,3
TRAIN_03424,1
TRAIN_03425,2
TRAIN_03426,0
TRAIN_03427,0
TRAIN_03428,1
TRAIN_03429,3
TRAIN_03430,0
TRAIN_03431,2
TRAIN_03432,3
TRAIN_03433,3
TRAIN_03434,2
TRAIN_03435,3
TRAIN_03436,0
TRAIN_03437,1
TRAIN_03438,1
TRAIN_03439,3
TRAIN_03440,3
TRAIN_03441,3
TRAIN_03442,1
TRAIN_03443,2
TRAIN_03444,4
TRAIN_03445,1
TRAIN_03446,2
TRAIN_03447,2
TRAIN_03448,3
TRAIN_03449,0
TRAIN_03450,1
TRAIN_03451,2
TRAIN_03452,2
TRAIN_03453,3
TRAIN_03454,2
TRAIN_03455,4
TRAIN_03456,1
TRAIN_03457,4
TRAIN_03458,3
TRAIN_03459,3
TRAIN_03460,1
TRAIN_03461,2
TRAIN_03462,3
TRAIN_03463,1
TRAIN_03464,2
TRAIN_03465,1
TRAIN_03466,0
TRAIN_03467,2
TRAIN_03468,1
TRAIN_03469,0
TRAIN_03470,3
TRAIN_03471,1
TRAIN_03472,0
TRAIN_03473,4
TRAIN_03474,3
TRAIN_03475,1
TRAIN_03476,4
TRAIN_03477,2
TRAIN_03478,4
TRAIN_03479,0
TRAIN_03480,2
TRAIN_03481,2
TRAIN_03482,1
TRAIN_03483,3
TRAIN_03484,0
TRAIN_03485,1
TRAIN_03486,3
TRAIN_03487,0
TRAIN_03488,4
TRAIN_03489,3
TRAIN_03490,1
TRAIN_03491,2
TRAIN_03492,3
TRAIN_03493,2
TRAIN_03494,2
TRAIN_03495,4
TRAIN_03496,3
TRAIN_03497,4
TRAIN_03498,4
TRAIN_03499,1
TRAIN_03500,1
TRAIN_03501,3
TRAIN_03502,0
TRAIN_03503,4
TRAIN_03504,2
TRAIN_03505,3
TRAIN_03506,4
TRAIN_03507,3
TRAIN_03508,0
TRAIN_03509,3
TRAIN_03510,3
TRAIN_03511,2
TRAIN_03512,2
TRAIN_03513,3
TRAIN_03514,3
TRAIN_03515,4
TRAIN_03516,1
TRAIN_03517,2
TRAIN_03518,0
TRAIN_03519,2
TRAIN_03520,3
TRAIN_03521,1
TRAIN_03522,3
TRAIN_03523,1
TRAIN_03524,4
TRAIN_03525,4
TRAIN_03526,4
TRAIN_03527,2
TRAIN_03528,4
TRAIN_03529,4
TRAIN_03530,4
TRAIN_03531,2
TRAIN_03532,1
TRAIN_03533,1
TRAIN_03534,3
TRAIN_03535,2
TRAIN_03536,3
TRAIN_03537,4
TRAIN_03538,4
TRAIN_03539,3
TRAIN_03540,2
TRAIN_03541,0
TRAIN_03542,0
TRAIN_03543,1
TRAIN_03544,4
TRAIN_03545,1
TRAIN_03546,4
TRAIN_03547,2
TRAIN_03548,3
TRAIN_03549,0
TRAIN_03550,4
TRAIN_03551,2
TRAIN_03552,3
TRAIN_03553,3
TRAIN_03554,4
TRAIN_03555,4
TRAIN_03556,3
TRAIN_03557,2
TRAIN_03558,4
TRAIN_03559,2
TRAIN_03560,3
TRAIN_03561,3
TRAIN_03562,1
TRAIN_03563,4
TRAIN_03564,2
TRAIN_03565,0
TRAIN_03566,2
TRAIN_03567,4
TRAIN_03568,0
TRAIN_03569,4
TRAIN_03570,3
TRAIN_03571,0
TRAIN_03572,2
TRAIN_03573,0
TRAIN_03574,3
TRAIN_03575,1
TRAIN_03576,4
TRAIN_03577,1
TRAIN_03578,4
TRAIN_03579,2
TRAIN_03580,0
TRAIN_03581,4
TRAIN_03582,0
TRAIN_03583,3
TRAIN_03584,1
TRAIN_03585,4
TRAIN_03586,1
TRAIN_03587,0
TRAIN_03588,4
TRAIN_03589,4
TRAIN_03590,2
TRAIN_03591,4
TRAIN_03592,3
TRAIN_03593,1
TRAIN_03594,2
TRAIN_03595,4
TRAIN_03596,4
TRAIN_03597,3
TRAIN_03598,2
TRAIN_03599,3
TRAIN_03600,0
TRAIN_03601,0
TRAIN_03602,1
TRAIN_03603,1
TRAIN_03604,4
TRAIN_03605,3
TRAIN_03606,1
TRAIN_03607,4
TRAIN_03608,0
TRAIN_03609,0
TRAIN_03610,4
TRAIN_03611,4
TRAIN_03612,4
TRAIN_03613,2
TRAIN_03614,3
TRAIN_03615,2
TRAIN_03616,1
TRAIN_03617,3
TRAIN_03618,3
TRAIN_03619,4
TRAIN_03620,2
TRAIN_03621,2
TRAIN_03622,3
TRAIN_03623,3
TRAIN_03624,4
TRAIN_03625,1
TRAIN_03626,0
TRAIN_03627,0
TRAIN_03628,1
TRAIN_03629,0
TRAIN_03630,2
TRAIN_03631,2
TRAIN_03632,1
TRAIN_03633,4
TRAIN_03634,0
TRAIN_03635,1
TRAIN_03636,0
TRAIN_03637,1
TRAIN_03638,2
TRAIN_03639,0
TRAIN_03640,1
TRAIN_03641,2
TRAIN_03642,4
TRAIN_03643,4
TRAIN_03644,2
TRAIN_03645,1
TRAIN_03646,0
TRAIN_03647,0
TRAIN_03648,1
TRAIN_03649,1
TRAIN_03650,4
TRAIN_03651,1
TRAIN_03652,4
TRAIN_03653,1
TRAIN_03654,2
TRAIN_03655,0
TRAIN_03656,4
TRAIN_03657,1
TRAIN_03658,4
TRAIN_03659,2
TRAIN_03660,0
TRAIN_03661,2
TRAIN_03662,3
TRAIN_03663,4
TRAIN_03664,3
TRAIN_03665,1
TRAIN_03666,3
TRAIN_03667,2
TRAIN_03668,0
TRAIN_03669,3
TRAIN_03670,1
TRAIN_03671,0
TRAIN_03672,3
TRAIN_03673,0
TRAIN_03674,1
TRAIN_03675,1
TRAIN_03676,3
TRAIN_03677,2
TRAIN_03678,1
TRAIN_03679,3
TRAIN_03680,2
TRAIN_03681,3
TRAIN_03682,4
TRAIN_03683,4
TRAIN_03684,2
TRAIN_03685,0
TRAIN_03686,2
TRAIN_03687,3
TRAIN_03688,4
TRAIN_03689,1
TRAIN_03690,3
TRAIN_03691,4
TRAIN_03692,3
TRAIN_03693,3
TRAIN_03694,0
TRAIN_03695,3
TRAIN_03696,0
TRAIN_03697,0
TRAIN_03698,1
TRAIN_03699,4
TRAIN_03700,4
TRAIN_03701,3
TRAIN_03702,0
TRAIN_03703,3
TRAIN_03704,1
TRAIN_03705,1
TRAIN_03706,2
TRAIN_03707,0
TRAIN_03708,3
TRAIN_03709,1
TRAIN_03710,1
TRAIN_03711,4
TRAIN_03712,1
TRAIN_03713,2
TRAIN_03714,4
TRAIN_03715,0
TRAIN_03716,3
TRAIN_03717,0
TRAIN_03718,0
TRAIN_03719,0
TRAIN_03720,3
TRAIN_03721,1
TRAIN_03722,4
TRAIN_03723,3
TRAIN_03724,2
TRAIN_03725,1
TRAIN_03726,4
TRAIN_03727,0
TRAIN_03728,0
TRAIN_03729,3
TRAIN_03730,3
TRAIN_03731,0
TRAIN_03732,1
TRAIN_03733,1
TRAIN_03734,2
TRAIN_03735,3
TRAIN_03736,4
TRAIN_03737,1
TRAIN_03738,3
TRAIN_03739,0
TRAIN_03740,3
TRAIN_03741,0
TRAIN_03742,1
TRAIN_03743,4
TRAIN_03744,2
TRAIN_03745,1
TRAIN_03746,1
TRAIN_03747,3
TRAIN_03748,1
TRAIN_03749,2
TRAIN_03750,1
TRAIN_03751,4
TRAIN_03752,4
TRAIN_03753,0
TRAIN_03754,2
TRAIN_03755,0
TRAIN_03756,2
TRAIN_03757,0
TRAIN_03758,3
TRAIN_03759,2
TRAIN_03760,0
TRAIN_03761,0
TRAIN_03762,1
TRAIN_03763,0
TRAIN_03764,2
TRAIN_03765,3
TRAIN_03766,0
TRAIN_03767,0
TRAIN_03768,4
TRAIN_03769,0
TRAIN_03770,4
TRAIN_03771,1
TRAIN_03772,0
TRAIN_03773,0
TRAIN_03774,1
TRAIN_03775,1
TRAIN_03776,3
TRAIN_03777,4
TRAIN_03778,3
TRAIN_03779,4
TRAIN_03780,1
TRAIN_03781,1
TRAIN_03782,4
TRAIN_03783,4
TRAIN_03784,2
TRAIN_03785,3
TRAIN_03786,1
TRAIN_03787,4
TRAIN_03788,4
TRAIN_03789,0
TRAIN_03790,2
TRAIN_03791,3
TRAIN_03792,1
TRAIN_03793,2
TRAIN_03794,2
TRAIN_03795,0
TRAIN_03796,2
TRAIN_03797,4
TRAIN_03798,4
TRAIN_03799,2
TRAIN_03800,2
TRAIN_03801,0
TRAIN_03802,0
TRAIN_03803,4
TRAIN_03804,1
TRAIN_03805,2
TRAIN_03806,3
TRAIN_03807,2
TRAIN_03808,4
TRAIN_03809,2
TRAIN_03810,0
TRAIN_03811,4
TRAIN_03812,1
TRAIN_03813,0
TRAIN_03814,1
TRAIN_03815,3
